key,municipio,departamento,ano,mes,fecha_hecho,cod_muni,SECUESTRO EXTORSIVO,SECUESTRO SIMPLE,TOTAL SECUESTROS,POB_CABECERA,POB_RURAL,POB_TOTAL,Tasa_100_habitantes,periodo,ASESINATOS,Coeficiente de Gini,Incidencia de la pobreza monetaria,Incidencia de la pobreza monetaria extrema,Población en condición de miseria,Índice de pobreza multidimensional - IPM,CULTIVOS_COCA,TOTAL_DESAPARICION,TOTAL_ACCIONES,TOTAL MASACRE
05045-1999,APARTADO,ANTIOQUIA,1999,8,1999-08-24,05045,1.0,0.0,1.0,58674,19722,78396,1.2755752844532884,1995,171.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3.0,12.0
05045-2000,APARTADO,ANTIOQUIA,2000,4,2000-04-14,05045,0.0,2.0,2.0,60823,19870,80693,2.47852973616051,2000,183.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,38.0
05045-2002,APARTADO,ANTIOQUIA,2002,2,2002-02-04,05045,1.0,0.0,1.0,65038,20125,85163,1.1742188509094325,2000,93.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,10.0
05045-2004,APARTADO,ANTIOQUIA,2004,5,2004-05-05,05045,2.0,0.0,2.0,69159,20364,89523,2.234062754822783,2000,64.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,0.0
05045-2005,APARTADO,ANTIOQUIA,2005,8,2005-08-10,05045,1.0,0.0,1.0,71208,20469,91677,1.0907861295635766,2005,43.0,0.0,0.0,0.0,0.0,52.43,0.0,16.0,11.0,6.0
05045-2010,APARTADO,ANTIOQUIA,2010,7,2010-07-23,05045,1.0,0.0,1.0,81372,21097,102469,0.9759049078257814,2010,5.0,0.0,0.0,0.0,0.0,0.0,70.0,5.0,0.0,0.0
05045-2011,APARTADO,ANTIOQUIA,2011,5,2011-05-11,05045,0.0,1.0,1.0,83440,21263,104703,0.955082471371403,2010,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
05045-2013,APARTADO,ANTIOQUIA,2013,7,2013-07-12,05045,2.0,0.0,2.0,87402,21508,108910,1.836378661279956,2010,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,18.0,7.0
05055-1997,ARGELIA,ANTIOQUIA,1997,4,1997-04-15,05055,4.0,0.0,4.0,2748,8138,10886,36.74444240308654,1995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0
05055-1998,ARGELIA,ANTIOQUIA,1998,5,1998-05-30,05055,3.0,0.0,3.0,2773,7934,10707,28.01905295601009,1995,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
05055-2001,ARGELIA,ANTIOQUIA,2001,3,2001-03-23,05055,0.0,1.0,1.0,2902,7345,10247,9.758953840148337,2000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
05055-2004,ARGELIA,ANTIOQUIA,2004,2,2004-02-20,05055,1.0,0.0,1.0,2991,6761,9752,10.254306808859722,2000,12.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,14.0,7.0
05059-2022,ARMENIA,ANTIOQUIA,2022,12,2022-12-05,05059,2.0,0.0,2.0,2010,3304,5314,37.63643206624012,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05079-1998,BARBOSA,ANTIOQUIA,1998,4,1998-04-25,05079,8.0,2.0,10.0,14953,24498,39451,25.347899926491092,1995,36.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0
05079-1999,BARBOSA,ANTIOQUIA,1999,5,1999-05-18,05079,10.0,3.0,13.0,15338,24761,40099,32.41976109129904,1995,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
05079-2000,BARBOSA,ANTIOQUIA,2000,3,2000-03-21,05079,11.0,15.0,26.0,15696,25003,40699,63.88363350450871,2000,44.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,16.0
05079-2001,BARBOSA,ANTIOQUIA,2001,5,2001-05-02,05079,4.0,15.0,19.0,16062,25246,41308,45.99593299118815,2000,71.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,0.0
05079-2002,BARBOSA,ANTIOQUIA,2002,1,2002-01-20,05079,8.0,6.0,14.0,16418,25475,41893,33.4184708662545,2000,49.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,4.0
05079-2003,BARBOSA,ANTIOQUIA,2003,4,2003-04-17,05079,1.0,0.0,1.0,16755,25708,42463,2.354991404281374,2000,44.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0
05079-2005,BARBOSA,ANTIOQUIA,2005,10,2005-10-22,05079,1.0,0.0,1.0,17486,26118,43604,2.2933675809558753,2005,24.0,0.0,0.0,0.0,0.0,47.0,0.0,3.0,4.0,4.0
05079-2013,BARBOSA,ANTIOQUIA,2013,9,2013-09-02,05079,1.0,1.0,2.0,20205,28069,48274,4.143016944939305,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05079-2015,BARBOSA,ANTIOQUIA,2015,3,2015-03-02,05079,0.0,1.0,1.0,20913,28637,49550,2.018163471241171,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05079-2020,BARBOSA,ANTIOQUIA,2020,11,2020-11-28,05079,0.0,1.0,1.0,23771,30225,53996,1.8519890362249054,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05079-2022,BARBOSA,ANTIOQUIA,2022,9,2022-09-05,05079,1.0,0.0,1.0,25639,29498,55137,1.8136641456735043,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
05079-2023,BARBOSA,ANTIOQUIA,2023,3,2023-03-21,05079,1.0,0.0,1.0,26343,29306,55649,1.796977483872127,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05086-1996,BELMIRA,ANTIOQUIA,1996,5,1996-05-16,05086,1.0,0.0,1.0,1503,4352,5855,17.079419299743808,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05086-1997,BELMIRA,ANTIOQUIA,1997,10,1997-10-25,05086,5.0,0.0,5.0,1492,4358,5850,85.47008547008546,1995,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
05086-1998,BELMIRA,ANTIOQUIA,1998,4,1998-04-29,05086,2.0,3.0,5.0,1502,4352,5854,85.41168431841477,1995,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
05086-1999,BELMIRA,ANTIOQUIA,1999,5,1999-05-12,05086,1.0,0.0,1.0,1520,4357,5877,17.015484090522374,1995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05086-2004,BELMIRA,ANTIOQUIA,2004,9,2004-09-10,05086,0.0,1.0,1.0,1587,4362,5949,16.80954782316356,2000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05088-1996,BELLO,ANTIOQUIA,1996,1,1996-01-02,05088,3.0,1.0,4.0,301294,14140,315434,1.268094117945434,1995,147.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,13.0
05088-1997,BELLO,ANTIOQUIA,1997,4,1997-04-12,05088,2.0,0.0,2.0,310026,14760,324786,0.6157900894743,1995,148.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,7.0
05088-1998,BELLO,ANTIOQUIA,1998,1,1998-01-05,05088,3.0,0.0,3.0,319240,15363,334603,0.8965849080851038,1995,121.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,25.0
05088-1999,BELLO,ANTIOQUIA,1999,2,1999-02-06,05088,1.0,3.0,4.0,328331,15950,344281,1.1618416351759173,1995,110.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0
05088-2000,BELLO,ANTIOQUIA,2000,8,2000-08-18,05088,0.0,1.0,1.0,337364,16520,353884,0.28257847204168596,2000,143.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,16.0
05088-2001,BELLO,ANTIOQUIA,2001,3,2001-03-31,05088,2.0,4.0,6.0,346206,17080,363286,1.6515913082254754,2000,192.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,20.0
05088-2002,BELLO,ANTIOQUIA,2002,5,2002-05-16,05088,1.0,2.0,3.0,354897,17640,372537,0.8052891390653814,2000,223.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,35.0
05088-2003,BELLO,ANTIOQUIA,2003,3,2003-03-05,05088,2.0,3.0,5.0,363493,18207,381700,1.3099292638197537,2000,121.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,4.0
05088-2004,BELLO,ANTIOQUIA,2004,2,2004-02-20,05088,1.0,1.0,2.0,372022,18755,390777,0.5118008480540053,2000,87.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,4.0
05088-2008,BELLO,ANTIOQUIA,2008,3,2008-03-31,05088,0.0,1.0,1.0,406112,20928,427040,0.2341701011614837,2005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
05088-2009,BELLO,ANTIOQUIA,2009,8,2009-08-25,05088,2.0,0.0,2.0,414658,21478,436136,0.4585725553497074,2005,5.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
05088-2010,BELLO,ANTIOQUIA,2010,3,2010-03-04,05088,2.0,0.0,2.0,423327,22022,445349,0.44908599772313396,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
05088-2011,BELLO,ANTIOQUIA,2011,8,2011-08-22,05088,0.0,1.0,1.0,431881,22597,454478,0.2200326528456823,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
05088-2015,BELLO,ANTIOQUIA,2015,7,2015-07-21,05088,1.0,1.0,2.0,465219,24795,490014,0.40815160383172727,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05088-2016,BELLO,ANTIOQUIA,2016,3,2016-03-27,05088,0.0,2.0,2.0,474232,25389,499621,0.40030342999993995,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05088-2017,BELLO,ANTIOQUIA,2017,2,2017-02-02,05088,1.0,3.0,4.0,484001,26030,510031,0.7842660544163003,2015,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05088-2020,BELLO,ANTIOQUIA,2020,3,2020-03-12,05088,1.0,2.0,3.0,529036,15513,544549,0.5509146100718209,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
05088-2021,BELLO,ANTIOQUIA,2021,8,2021-08-28,05088,0.0,1.0,1.0,536766,15307,552073,0.18113546578079348,2020,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05088-2022,BELLO,ANTIOQUIA,2022,1,2022-01-06,05088,6.0,0.0,6.0,541917,15154,557071,1.0770619903028518,2020,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
05088-2023,BELLO,ANTIOQUIA,2023,11,2023-11-24,05088,1.0,0.0,1.0,546902,15053,561955,0.17795019174133161,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05088-2024,BELLO,ANTIOQUIA,2024,3,2024-03-14,05088,5.0,0.0,5.0,551525,14931,566456,0.8826810908525993,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05091-1998,BETANIA,ANTIOQUIA,1998,1,1998-01-27,05091,3.0,1.0,4.0,3760,8544,12304,32.50975292587776,1995,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0
05091-2002,BETANIA,ANTIOQUIA,2002,4,2002-04-12,05091,2.0,0.0,2.0,3728,8126,11854,16.871941960519653,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
05091-2004,BETANIA,ANTIOQUIA,2004,8,2004-08-17,05091,1.0,0.0,1.0,3707,7925,11632,8.59697386519945,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
05091-2007,BETANIA,ANTIOQUIA,2007,7,2007-07-16,05091,1.0,0.0,1.0,3688,7627,11315,8.837825894829871,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05091-2013,BETANIA,ANTIOQUIA,2013,2,2013-02-14,05091,1.0,0.0,1.0,3621,7090,10711,9.336196433572963,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05093-1996,BETULIA,ANTIOQUIA,1996,7,1996-07-31,05093,1.0,0.0,1.0,3623,12173,15796,6.330716637123322,1995,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05093-1997,BETULIA,ANTIOQUIA,1997,1,1997-01-29,05093,4.0,0.0,4.0,3650,12154,15804,25.31004808909137,1995,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0
05093-1998,BETULIA,ANTIOQUIA,1998,11,1998-11-03,05093,1.0,0.0,1.0,3697,12110,15807,6.326311127981274,1995,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
05093-1999,BETULIA,ANTIOQUIA,1999,5,1999-05-19,05093,3.0,0.0,3.0,3727,12065,15792,18.996960486322187,1995,39.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0
05093-2000,BETULIA,ANTIOQUIA,2000,2,2000-02-27,05093,2.0,3.0,5.0,3752,12021,15773,31.69974006213149,2000,54.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,22.0
05093-2003,BETULIA,ANTIOQUIA,2003,2,2003-02-07,05093,3.0,3.0,6.0,3845,11847,15692,38.236043843996946,2000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0
05093-2004,BETULIA,ANTIOQUIA,2004,3,2004-03-13,05093,0.0,1.0,1.0,3884,11781,15665,6.383657835939994,2000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
05093-2005,BETULIA,ANTIOQUIA,2005,1,2005-01-18,05093,3.0,0.0,3.0,3898,11731,15629,19.19508605796916,2005,3.0,0.0,0.0,0.0,0.0,75.44,0.0,2.0,0.0,0.0
05093-2006,BETULIA,ANTIOQUIA,2006,3,2006-03-29,05093,1.0,1.0,2.0,3933,11691,15624,12.800819252432156,2005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05093-2007,BETULIA,ANTIOQUIA,2007,8,2007-08-14,05093,1.0,1.0,2.0,3955,11630,15585,12.832852101379531,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05093-2014,BETULIA,ANTIOQUIA,2014,3,2014-03-08,05093,1.0,0.0,1.0,4161,11282,15443,6.47542575924367,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05093-2019,BETULIA,ANTIOQUIA,2019,7,2019-07-30,05093,0.0,1.0,1.0,4396,11340,15736,6.354855109303508,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05101-1996,CIUDAD BOLIVAR,ANTIOQUIA,1996,2,1996-02-06,05101,3.0,0.0,3.0,14447,13988,28435,10.550378055213645,1995,41.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0
05101-1997,CIUDAD BOLIVAR,ANTIOQUIA,1997,6,1997-06-18,05101,1.0,0.0,1.0,14490,13878,28368,3.5250987027636778,1995,82.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0
05101-1998,CIUDAD BOLIVAR,ANTIOQUIA,1998,2,1998-02-04,05101,0.0,1.0,1.0,14564,13713,28277,3.536443045584751,1995,41.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
05101-1999,CIUDAD BOLIVAR,ANTIOQUIA,1999,2,1999-02-18,05101,2.0,0.0,2.0,14625,13535,28160,7.102272727272727,1995,40.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
05101-2000,CIUDAD BOLIVAR,ANTIOQUIA,2000,4,2000-04-22,05101,1.0,1.0,2.0,14669,13349,28018,7.138268256121065,2000,37.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0
05101-2001,CIUDAD BOLIVAR,ANTIOQUIA,2001,6,2001-06-28,05101,1.0,0.0,1.0,14741,13172,27913,3.5825600974456346,2000,39.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
05101-2002,CIUDAD BOLIVAR,ANTIOQUIA,2002,5,2002-05-10,05101,4.0,1.0,5.0,14759,12979,27738,18.025812964164686,2000,23.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
05101-2003,CIUDAD BOLIVAR,ANTIOQUIA,2003,3,2003-03-28,05101,1.0,0.0,1.0,14842,12806,27648,3.616898148148148,2000,22.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
05101-2004,CIUDAD BOLIVAR,ANTIOQUIA,2004,3,2004-03-23,05101,2.0,1.0,3.0,14839,12633,27472,10.920209668025626,2000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
05101-2010,CIUDAD BOLIVAR,ANTIOQUIA,2010,4,2010-04-22,05101,1.0,0.0,1.0,15094,11628,26722,3.7422348626599806,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05101-2014,CIUDAD BOLIVAR,ANTIOQUIA,2014,4,2014-04-24,05101,1.0,0.0,1.0,15224,10961,26185,3.818980332251289,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05107-1999,BRICEÑO,ANTIOQUIA,1999,2,1999-02-25,05107,1.0,0.0,1.0,1731,7032,8763,11.411617026132602,1995,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05107-2002,BRICEÑO,ANTIOQUIA,2002,5,2002-05-01,05107,2.0,1.0,3.0,1879,6741,8620,34.80278422273781,2000,25.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,13.0,0.0
05107-2006,BRICEÑO,ANTIOQUIA,2006,6,2006-06-01,05107,0.0,1.0,1.0,2039,6368,8407,11.894849530153444,2005,7.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,9.0,0.0
05107-2010,BRICEÑO,ANTIOQUIA,2010,1,2010-01-05,05107,1.0,1.0,2.0,2227,6029,8256,24.224806201550386,2010,0.0,0.0,0.0,0.0,0.0,0.0,94.0,4.0,1.0,0.0
05113-1998,BURITICA,ANTIOQUIA,1998,1,1998-01-06,05113,2.0,2.0,4.0,1565,6508,8073,49.54787563483216,1995,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05113-2001,BURITICA,ANTIOQUIA,2001,5,2001-05-10,05113,0.0,10.0,10.0,1689,6603,8292,120.598166907863,2000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
05113-2003,BURITICA,ANTIOQUIA,2003,3,2003-03-11,05113,1.0,0.0,1.0,1747,6641,8388,11.921793037672865,2000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05120-1996,CACERES,ANTIOQUIA,1996,4,1996-04-24,05120,0.0,2.0,2.0,2957,19416,22373,8.939346533768383,1995,12.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.0,0.0
05120-1999,CACERES,ANTIOQUIA,1999,3,1999-03-02,05120,2.0,1.0,3.0,3302,20053,23355,12.845215157353886,1995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,8.0
05120-2004,CACERES,ANTIOQUIA,2004,3,2004-03-14,05120,2.0,0.0,2.0,3849,20899,24748,8.081461128171973,2000,13.0,0.0,0.0,0.0,0.0,0.0,539.0,8.0,0.0,0.0
05120-2007,CACERES,ANTIOQUIA,2007,5,2007-05-30,05120,0.0,2.0,2.0,4147,21375,25522,7.836376459525116,2005,13.0,0.0,0.0,0.0,0.0,0.0,552.0,4.0,0.0,0.0
05120-2008,CACERES,ANTIOQUIA,2008,5,2008-05-08,05120,0.0,2.0,2.0,4270,21535,25805,7.750435962022864,2005,4.0,0.0,0.0,0.0,0.0,0.0,524.0,1.0,8.0,0.0
05120-2010,CACERES,ANTIOQUIA,2010,8,2010-08-23,05120,1.0,0.0,1.0,4487,21876,26363,3.793195008155369,2010,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0
05120-2014,CACERES,ANTIOQUIA,2014,2,2014-02-17,05120,0.0,1.0,1.0,4927,22576,27503,3.6359669854197727,2010,2.0,0.0,0.0,0.0,0.0,0.0,510.0,1.0,3.0,0.0
05120-2022,CACERES,ANTIOQUIA,2022,11,2022-11-30,05120,0.0,1.0,1.0,6922,23720,30642,3.2634945499641015,2020,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
05125-1998,CAICEDO,ANTIOQUIA,1998,3,1998-03-08,05125,0.0,2.0,2.0,1263,6312,7575,26.402640264026402,1995,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
05125-2001,CAICEDO,ANTIOQUIA,2001,10,2001-10-05,05125,0.0,4.0,4.0,1327,6355,7682,52.0697734964853,2000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05125-2002,CAICEDO,ANTIOQUIA,2002,4,2002-04-21,05125,1.0,2.0,3.0,1352,6370,7722,38.85003885003885,2000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
05125-2003,CAICEDO,ANTIOQUIA,2003,2,2003-02-14,05125,2.0,0.0,2.0,1352,6378,7730,25.873221216041397,2000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0
05125-2004,CAICEDO,ANTIOQUIA,2004,2,2004-02-09,05125,5.0,0.0,5.0,1371,6383,7754,64.48284756254836,2000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05125-2005,CAICEDO,ANTIOQUIA,2005,9,2005-09-14,05125,1.0,0.0,1.0,1370,6388,7758,12.88992008249549,2005,3.0,0.0,0.0,0.0,0.0,77.93,0.0,0.0,1.0,0.0
05129-1996,CALDAS,ANTIOQUIA,1996,6,1996-06-18,05129,3.0,0.0,3.0,45078,10210,55288,5.4261322529301115,1995,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
05129-1997,CALDAS,ANTIOQUIA,1997,7,1997-07-25,05129,2.0,0.0,2.0,45857,10539,56396,3.546350805021633,1995,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05129-1998,CALDAS,ANTIOQUIA,1998,6,1998-06-01,05129,1.0,0.0,1.0,46737,10828,57565,1.7371666811430555,1995,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05129-1999,CALDAS,ANTIOQUIA,1999,2,1999-02-22,05129,1.0,1.0,2.0,47574,11120,58694,3.4075033223157396,1995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
05129-2000,CALDAS,ANTIOQUIA,2000,3,2000-03-31,05129,8.0,7.0,15.0,48402,11409,59811,25.078998846366055,2000,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
05129-2001,CALDAS,ANTIOQUIA,2001,1,2001-01-11,05129,6.0,4.0,10.0,49212,11689,60901,16.420091624111265,2000,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0
05129-2002,CALDAS,ANTIOQUIA,2002,1,2002-01-28,05129,28.0,6.0,34.0,50001,11970,61971,54.864372044988784,2000,52.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,8.0
05129-2003,CALDAS,ANTIOQUIA,2003,1,2003-01-11,05129,5.0,4.0,9.0,50782,12254,63036,14.277555682467161,2000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,6.0
05129-2004,CALDAS,ANTIOQUIA,2004,8,2004-08-10,05129,1.0,0.0,1.0,51555,12531,64086,1.5604032081889958,2000,32.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0
05129-2008,CALDAS,ANTIOQUIA,2008,9,2008-09-12,05129,1.0,0.0,1.0,54661,13627,68288,1.464386129334583,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
05129-2011,CALDAS,ANTIOQUIA,2011,3,2011-03-13,05129,0.0,1.0,1.0,56998,14477,71475,1.3990905911157747,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
05129-2012,CALDAS,ANTIOQUIA,2012,10,2012-10-11,05129,1.0,0.0,1.0,57766,14741,72507,1.3791771828926862,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05129-2015,CALDAS,ANTIOQUIA,2015,1,2015-01-13,05129,0.0,1.0,1.0,60034,15588,75622,1.3223665071011081,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05129-2016,CALDAS,ANTIOQUIA,2016,11,2016-11-22,05129,0.0,1.0,1.0,60867,15899,76766,1.3026600317849046,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05129-2020,CALDAS,ANTIOQUIA,2020,7,2020-07-26,05129,1.0,0.0,1.0,66917,15910,82827,1.207335772151593,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05129-2023,CALDAS,ANTIOQUIA,2023,9,2023-09-07,05129,1.0,0.0,1.0,69957,15428,85385,1.1711658956491187,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05129-2024,CALDAS,ANTIOQUIA,2024,2,2024-02-11,05129,2.0,0.0,2.0,70755,15326,86081,2.3233930832587912,2020,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05134-1997,CAMPAMENTO,ANTIOQUIA,1997,4,1997-04-28,05134,1.0,0.0,1.0,1967,8273,10240,9.765625,1995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
05134-1998,CAMPAMENTO,ANTIOQUIA,1998,8,1998-08-04,05134,3.0,1.0,4.0,2000,8199,10199,39.219531326600645,1995,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
05134-2000,CAMPAMENTO,ANTIOQUIA,2000,10,2000-10-05,05134,0.0,1.0,1.0,2010,8036,10046,9.954210631096954,2000,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0
05134-2001,CAMPAMENTO,ANTIOQUIA,2001,5,2001-05-17,05134,0.0,2.0,2.0,2039,7950,9989,20.022024226649314,2000,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
05134-2003,CAMPAMENTO,ANTIOQUIA,2003,8,2003-08-18,05134,2.0,0.0,2.0,2091,7792,9883,20.236770211474248,2000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
05134-2004,CAMPAMENTO,ANTIOQUIA,2004,1,2004-01-20,05134,2.0,0.0,2.0,2135,7694,9829,20.347949944043137,2000,3.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,1.0,0.0
05138-1996,CAÑASGORDAS,ANTIOQUIA,1996,10,1996-10-24,05138,1.0,0.0,1.0,4780,13956,18736,5.33731853116994,1995,36.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
